,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore
636,female,group D,some high school,standard,completed,married,regularly,yes,1,school_bus,5 - 10,87,97,96
637,male,group D,high school,standard,completed,single,sometimes,no,1,school_bus,< 5,79,68,75
639,male,group A,some high school,standard,completed,widowed,regularly,yes,,private,> 10,100,94,97
640,female,group E,master's degree,standard,none,married,sometimes,yes,1,school_bus,5 - 10,93,100,100
641,male,group B,some college,standard,none,divorced,regularly,yes,1,school_bus,5 - 10,46,42,42
642,male,group A,associate's degree,standard,completed,married,sometimes,yes,3,school_bus,5 - 10,93,97,97
643,male,group E,some college,free/reduced,completed,divorced,never,no,1,school_bus,< 5,60,72,68
644,male,group B,associate's degree,free/reduced,none,married,sometimes,no,2,private,> 10,70,60,61
645,female,group C,bachelor's degree,standard,none,divorced,never,no,2,school_bus,> 10,81,83,86
646,female,group B,associate's degree,standard,completed,single,regularly,no,1,school_bus,> 10,73,86,96
647,male,,,free/reduced,,married,regularly,yes,1,school_bus,< 5,86,67,69
648,female,group D,associate's degree,standard,completed,married,regularly,no,1,private,,81,96,90
649,female,group E,some high school,free/reduced,none,married,sometimes,no,2,private,5 - 10,65,72,64
650,female,group D,high school,free/reduced,none,married,sometimes,yes,3,school_bus,5 - 10,54,64,62
651,female,group D,some college,standard,none,single,sometimes,no,1,school_bus,> 10,81,90,95
652,female,group B,high school,standard,none,single,regularly,no,4,school_bus,< 5,62,71,67
653,female,group A,some college,standard,none,married,sometimes,yes,3,school_bus,> 10,87,99,91
654,female,group A,bachelor's degree,standard,completed,married,regularly,yes,1,private,< 5,56,66,65
655,male,group B,master's degree,standard,none,married,sometimes,no,,private,< 5,64,58,50
656,male,group A,high school,free/reduced,none,married,sometimes,yes,1,school_bus,5 - 10,45,46,42
657,male,group D,some high school,standard,completed,single,sometimes,no,5,,5 - 10,76,76,78
658,female,group D,bachelor's degree,standard,completed,married,sometimes,no,1,school_bus,5 - 10,71,81,86
659,female,group E,bachelor's degree,standard,none,single,sometimes,no,3,school_bus,> 10,78,76,74
660,male,group B,some high school,free/reduced,none,single,regularly,no,1,private,< 5,74,72,70
662,male,group C,associate's degree,standard,none,single,regularly,yes,3,school_bus,5 - 10,56,60,59
664,female,group A,high school,standard,none,divorced,sometimes,yes,1,school_bus,> 10,89,94,90
665,female,group D,high school,standard,none,married,regularly,no,1,school_bus,5 - 10,81,83,80
666,male,group B,some college,standard,none,single,regularly,yes,1,private,5 - 10,60,48,51
667,female,group C,,standard,none,single,sometimes,no,7,private,5 - 10,70,71,77
669,female,,high school,standard,none,married,sometimes,yes,1,private,,96,96,95
670,male,group E,high school,free/reduced,none,married,never,no,3,school_bus,> 10,84,74,68
671,female,,associate's degree,free/reduced,none,married,sometimes,no,3,private,5 - 10,48,50,54
672,female,group B,bachelor's degree,standard,completed,divorced,sometimes,no,1,private,5 - 10,56,67,66
673,female,group B,,free/reduced,none,married,regularly,no,1,private,< 5,60,81,76
674,male,group B,some high school,standard,completed,single,never,yes,3,private,> 10,85,88,90
675,female,group D,high school,standard,none,married,never,yes,0,school_bus,5 - 10,70,71,62
676,male,group C,some college,standard,none,married,regularly,no,3,school_bus,> 10,47,40,46
677,male,group C,,standard,completed,married,regularly,no,1,private,5 - 10,80,77,82
679,female,group C,associate's degree,free/reduced,none,married,sometimes,yes,5,private,> 10,45,48,44
680,male,group B,high school,standard,none,married,sometimes,yes,1,school_bus,< 5,76,76,62
681,male,group C,some high school,standard,none,married,sometimes,yes,2,private,5 - 10,64,70,71
682,female,group E,high school,free/reduced,none,married,sometimes,yes,3,school_bus,5 - 10,49,61,57
683,male,group A,,standard,none,married,regularly,yes,4,private,< 5,49,54,48
684,male,group C,some high school,standard,none,married,sometimes,yes,1,private,> 10,66,62,60
685,female,group C,high school,standard,none,single,regularly,yes,3,private,5 - 10,61,64,60
686,female,group C,some college,standard,none,married,regularly,yes,3,school_bus,5 - 10,63,54,58
687,male,group D,high school,standard,none,single,sometimes,yes,2,school_bus,> 10,82,73,72
688,male,group E,some college,standard,none,divorced,sometimes,yes,0,school_bus,5 - 10,83,73,66
689,female,group C,some high school,standard,none,married,regularly,no,1,school_bus,< 5,45,42,46
690,male,group E,associate's degree,free/reduced,completed,married,sometimes,yes,2,private,5 - 10,70,70,67
691,female,group B,some high school,free/reduced,completed,married,sometimes,yes,0,private,< 5,63,83,82
692,female,group B,associate's degree,standard,none,single,sometimes,no,2,school_bus,< 5,74,92,87
693,female,group C,master's degree,free/reduced,completed,single,never,yes,2,private,5 - 10,85,91,96
694,male,group D,,standard,completed,married,sometimes,yes,0,private,< 5,53,57,59
695,male,group C,associate's degree,standard,,married,sometimes,yes,1,school_bus,< 5,68,64,57
696,male,group B,high school,free/reduced,none,single,regularly,no,1,school_bus,5 - 10,57,61,54
697,male,group D,some high school,standard,completed,married,sometimes,yes,4,,5 - 10,88,85,79
698,female,,high school,standard,none,single,sometimes,no,2,school_bus,< 5,60,65,68
699,male,group D,some high school,free/reduced,none,divorced,regularly,yes,2,private,< 5,54,59,51
700,male,group C,some college,standard,none,married,never,yes,2,school_bus,< 5,71,64,64
701,female,group C,associate's degree,standard,none,divorced,sometimes,yes,1,private,< 5,58,70,72
702,male,group C,bachelor's degree,standard,completed,married,sometimes,yes,2,school_bus,5 - 10,59,58,60
703,female,group E,some college,standard,,married,regularly,yes,0,private,> 10,67,66,69
704,male,group C,some college,standard,none,single,never,yes,2,school_bus,< 5,61,56,57
705,female,group C,some college,standard,none,married,regularly,no,1,school_bus,5 - 10,76,73,83
706,female,group B,some high school,standard,completed,divorced,sometimes,yes,1,school_bus,5 - 10,59,77,75
707,female,group B,associate's degree,standard,completed,divorced,sometimes,no,2,school_bus,5 - 10,56,65,64
708,female,group C,some college,standard,none,,sometimes,yes,3,school_bus,5 - 10,75,83,81
709,male,group C,bachelor's degree,standard,completed,single,sometimes,yes,4,school_bus,< 5,75,73,68
710,female,group B,master's degree,free/reduced,none,divorced,regularly,no,4,private,> 10,77,79,78
711,female,group B,some college,free/reduced,none,divorced,regularly,,1,private,5 - 10,51,72,74
712,male,group E,bachelor's degree,standard,none,married,sometimes,no,6,school_bus,> 10,81,68,65
713,female,group D,bachelor's degree,free/reduced,none,married,never,yes,1,private,5 - 10,71,86,88
714,female,group C,high school,standard,none,divorced,never,yes,0,school_bus,5 - 10,58,73,69
715,male,group B,high school,standard,none,single,sometimes,yes,1,private,5 - 10,36,37,34
716,male,group A,bachelor's degree,standard,none,married,never,yes,4,private,< 5,55,57,53
717,male,group E,some college,standard,none,married,sometimes,yes,3,school_bus,> 10,94,78,77
718,male,group D,some college,standard,none,married,regularly,yes,1,school_bus,5 - 10,74,83,73
719,male,group C,some college,standard,none,married,regularly,no,1,school_bus,5 - 10,59,50,54
720,male,group D,master's degree,standard,none,single,regularly,yes,0,,> 10,94,96,91
721,male,group D,bachelor's degree,free/reduced,completed,divorced,sometimes,,,school_bus,> 10,66,65,67
722,male,group D,some high school,standard,completed,married,regularly,yes,1,,< 5,48,49,54
723,female,group D,associate's degree,free/reduced,none,married,regularly,yes,2,school_bus,> 10,68,81,88
724,male,group E,high school,standard,completed,married,never,no,1,school_bus,5 - 10,60,52,55
725,male,group E,some high school,standard,,single,never,yes,4,school_bus,5 - 10,70,64,55
726,male,group C,associate's degree,standard,none,single,regularly,yes,,school_bus,5 - 10,71,65,58
727,female,,some college,standard,completed,divorced,regularly,yes,0,private,5 - 10,56,58,65
728,male,group C,some high school,standard,none,single,sometimes,yes,4,school_bus,< 5,66,58,57
729,male,group C,bachelor's degree,standard,completed,divorced,sometimes,yes,1,school_bus,< 5,77,75,75
731,female,group C,high school,standard,completed,divorced,sometimes,yes,3,private,5 - 10,47,52,52
732,male,,bachelor's degree,standard,completed,single,regularly,,4,private,5 - 10,85,85,84
733,male,group C,associate's degree,standard,none,married,sometimes,yes,1,school_bus,5 - 10,81,68,63
734,male,group C,high school,free/reduced,none,married,never,yes,0,private,> 10,53,53,49
735,female,group C,some high school,free/reduced,,married,sometimes,yes,0,private,> 10,59,89,87
736,male,group B,some college,standard,none,single,sometimes,no,1,private,,72,68,65
737,female,group B,associate's degree,standard,none,,sometimes,yes,4,private,,56,64,62
738,female,group C,associate's degree,standard,none,divorced,sometimes,yes,1,private,< 5,54,70,67
739,female,group E,bachelor's degree,free/reduced,none,single,regularly,yes,2,school_bus,> 10,54,58,57
740,male,group C,some high school,free/reduced,none,married,sometimes,yes,3,,5 - 10,35,39,35
741,male,group B,,free/reduced,none,single,regularly,yes,0,private,5 - 10,40,26,22
742,male,group B,some college,standard,none,divorced,sometimes,yes,3,school_bus,5 - 10,80,75,72
743,male,group B,some college,free/reduced,none,married,sometimes,yes,1,school_bus,5 - 10,58,56,54
744,male,group A,some college,standard,none,married,regularly,no,2,school_bus,5 - 10,73,57,55
745,male,group D,high school,standard,,single,never,yes,1,,< 5,69,52,53
746,female,group D,bachelor's degree,free/reduced,none,divorced,never,yes,1,private,< 5,55,70,77
747,female,,associate's degree,standard,none,single,sometimes,yes,0,school_bus,5 - 10,62,66,68
749,female,group B,,standard,none,married,regularly,no,1,school_bus,5 - 10,81,100,98
750,female,group B,,standard,none,single,regularly,yes,1,school_bus,5 - 10,89,100,97
751,male,group C,associate's degree,standard,none,married,regularly,no,1,private,< 5,72,68,64
752,female,group B,associate's degree,free/reduced,none,single,sometimes,yes,,school_bus,> 10,57,79,67
753,male,group D,associate's degree,standard,none,married,regularly,no,2,private,5 - 10,100,86,88
754,male,group C,some high school,standard,completed,divorced,sometimes,yes,4,school_bus,< 5,66,56,52
755,female,group E,some college,free/reduced,none,single,sometimes,no,4,school_bus,< 5,69,64,66
756,female,group E,some high school,standard,completed,,sometimes,yes,0,school_bus,5 - 10,59,71,71
757,female,group C,associate's degree,free/reduced,none,married,regularly,yes,1,,5 - 10,37,53,50
758,female,group B,associate's degree,standard,,single,sometimes,yes,1,private,< 5,62,71,76
759,male,group D,associate's degree,free/reduced,none,married,never,no,3,school_bus,< 5,26,36,39
761,male,group D,associate's degree,standard,none,married,sometimes,yes,3,school_bus,5 - 10,66,57,59
762,female,group C,bachelor's degree,free/reduced,none,married,sometimes,no,3,school_bus,5 - 10,68,73,74
763,male,group C,high school,free/reduced,none,married,sometimes,yes,2,school_bus,5 - 10,69,75,64
764,female,group A,some high school,free/reduced,completed,divorced,regularly,yes,3,,< 5,56,65,67
765,female,group C,bachelor's degree,free/reduced,none,divorced,never,yes,0,school_bus,5 - 10,56,59,60
766,male,group C,some college,standard,none,married,regularly,no,2,,< 5,64,57,53
767,female,group C,associate's degree,standard,none,married,never,no,1,private,5 - 10,58,70,64
768,female,group B,bachelor's degree,standard,none,married,sometimes,no,3,school_bus,5 - 10,73,74,82
769,male,group B,associate's degree,standard,completed,married,sometimes,yes,5,,5 - 10,79,79,79
770,female,group C,some college,free/reduced,none,single,regularly,yes,1,,5 - 10,61,74,69
771,male,group A,high school,free/reduced,none,divorced,sometimes,yes,3,school_bus,5 - 10,61,60,46
772,female,group C,,standard,completed,,sometimes,yes,5,private,5 - 10,82,95,97
773,female,group E,some college,free/reduced,none,divorced,regularly,no,3,school_bus,> 10,63,58,60
774,male,group B,some high school,free/reduced,completed,married,sometimes,no,1,private,,56,52,45
775,female,group D,some college,standard,completed,married,regularly,yes,7,private,5 - 10,83,90,94
776,male,group C,some college,standard,none,divorced,regularly,,0,private,> 10,48,39,43
777,female,,associate's degree,standard,completed,married,sometimes,yes,2,school_bus,5 - 10,74,85,79
778,female,group C,master's degree,standard,none,married,sometimes,no,1,school_bus,< 5,78,91,93
779,male,group B,high school,standard,none,married,regularly,yes,2,private,5 - 10,75,74,67
780,female,group B,master's degree,standard,none,married,,yes,0,school_bus,> 10,62,57,57
781,male,group B,,standard,none,divorced,never,yes,1,private,< 5,73,73,72
782,female,group B,some high school,free/reduced,completed,divorced,sometimes,yes,1,,5 - 10,62,74,66
784,male,group B,some high school,standard,none,married,regularly,no,1,school_bus,5 - 10,63,55,54
785,female,group C,some high school,standard,none,single,sometimes,yes,1,private,> 10,72,73,76
786,female,group D,some college,free/reduced,completed,divorced,never,yes,1,school_bus,> 10,67,74,78
787,female,group B,high school,free/reduced,completed,,never,yes,,school_bus,5 - 10,55,64,66
788,male,group E,associate's degree,standard,none,divorced,sometimes,yes,5,school_bus,< 5,90,70,74
789,male,group C,some high school,standard,,married,regularly,no,3,,> 10,85,73,74
790,female,group C,associate's degree,standard,none,single,sometimes,yes,3,private,5 - 10,52,59,61
791,female,group A,some college,standard,none,single,sometimes,yes,2,school_bus,< 5,77,85,72
792,female,group B,master's degree,free/reduced,none,married,regularly,yes,1,school_bus,5 - 10,50,59,59
793,female,group B,some high school,standard,none,single,sometimes,yes,1,school_bus,> 10,62,55,62
794,female,,some college,standard,none,,sometimes,yes,2,school_bus,5 - 10,55,61,57
